int_rate,mths_since_last_delinq,revol_util,tot_cur_bal,delinq_2yrs
6.62,,13.7,,0
8.39,74,42.8,177713,0
13.98,,78.3,187234,0
21.18,36,41.7,47571,0
7.49,40,31.8,26328,0
13.98,,67,308042,0
21.99,,19.3,4425,0
7.89,,63.2,24094,0
14.99,42,68,38863,0
15.61,,2.6,290,0
20.2,26,41.4,202631,0
15.61,,81.7,212670,0
11.53,26,70.9,247349,0
15.8,6,14.2,62434,2
10.99,,75.7,8404,0
7.89,63,8.9,252201,0
12.69,49,65.1,13276,0
7.62,28,73.7,376238,0
15.61,14,40.2,156420,1
17.57,,77,31992,0
16.2,,98,,0
9.17,,55.6,352944,0
6.24,27,53,16756,0
13.68,20,82.7,294785,1
12.35,,46.2,259475,0
8.18,,81.7,41819,0
7.9,23,15.6,113961,1
14.99,15,34.9,184614,1
14.3,25,48.6,220067,0
12.49,56,62.1,9328,0
18.24,77,73.5,43480,0
12.49,,29.1,90406,0
15.8,,12.5,49086,0
10.99,,56.9,47793,0
16.2,17,67.6,336971,1
9.17,55,41.8,5062,0
21.99,37,93.3,269388,0
6.24,,37,20438,0
6.03,,18.4,14855,0
13.35,5,72.3,132039,1
8.07,0,17.1,,0
12.29,,74.9,146329,0
12.69,,66.5,89431,0
9.99,,55.7,46972,0
18.55,30,74.4,321562,0
18.49,,85.7,9680,0
8.9,9,86.3,490285,1
11.67,35,73.6,13838,0
10.74,63,64.2,,0
7.69,,85.4,267182,0
14.16,14,72.4,155149,1
22.15,23,11.8,93501,2
6.03,,14.7,57237,0
10.99,,7.1,309618,0
12.39,,52.1,202054,0
9.17,24,80,24345,1
10.99,,70.8,339913,0
12.59,,70.7,131251,0
15.59,,80.9,191006,0
6.49,,18.7,697028,0
10.99,69,95.2,62235,0
16.99,,91.1,67335,0
19.22,22,66.3,9134,1
5.32,48,16.9,3095,0
13.98,64,46.3,152055,0
11.53,57,80.9,22961,0
16.29,5,80.6,203947,1
12.29,,94.5,220572,0
15.61,,60.5,23282,0
9.71,51,58.5,2866,0
9.99,24,35.1,114819,0
15.01,0,63.5,,0
12.69,,40.1,13446,0
7.89,,58,50024,0
8.9,,23.4,447407,0
14.99,43,30.7,370967,0
5.32,1,29.3,202342,1
20.99,,58,50545,0
11.53,,44,176057,0
12.05,10,70.6,170912,3
12.29,11,66.7,300585,2
11.99,,11.2,41534,0
8.67,,25.9,272887,0
10.99,,95.9,137641,0
14.49,9,78.7,236670,1
14.65,20,50.5,23442,1
10.15,,48.6,202751,0
7.89,,55.2,5906,0
12.49,,49.4,327137,0
6.99,,89.8,257712,0
7.26,,69.2,514721,0
12.99,73,59.4,19944,0
18.99,,79.4,45241,0
15.41,43,56.3,46289,0
19.72,,62.7,29328,0
11.44,,48.8,134669,0
16.2,,34.6,165798,0
18.25,,77.5,12782,0
16.99,19,32.1,113970,1
11.55,,80,104840,0
14.16,61,37.3,73983,0
9.99,8,70,281858,2
7.91,,46.1,559183,0
13.16,,49.9,,0
8.39,42,31,24337,0
24.99,,33.5,127132,0
14.16,,97.3,42076,0
18.25,24,107.4,350900,0
9.17,,36.4,246686,0
6.89,37,92.5,273744,0
14.79,57,73,,0
9.17,73,77.8,162672,0
22.45,54,46.6,558489,0
14.33,81,40.4,275597,0
12.49,,28,17096,0
7.26,4,17.6,247826,1
18.25,37,40.7,31463,0
9.17,3,25.9,266711,1
19.72,13,60.9,64464,1
17.57,,64.1,76066,0
11.44,,50.1,23827,0
13.33,,50.8,9467,0
7.69,72,84.9,298655,0
17.86,,69,267608,0
17.57,76,26.7,614523,0
12.29,,61.6,236437,0
21.18,,59.3,12103,0
19.2,,22.5,318680,0
9.99,43,52,237218,0
11.44,,44.7,51101,0
13.22,52,77.4,,0
17.58,41,68.4,,0
19.2,,70.7,139054,0
17.86,56,66,145335,0
12.69,15,78.6,270883,1
19.47,,58.9,95106,0
7.26,,1.1,358407,0
18.25,50,99.1,220016,0
22.95,,70.2,511471,0
7.62,,1.1,229410,0
10.16,17,45,22833,2
7.26,,63.7,605947,0
7.26,,58.3,207010,0
13.99,10,80.9,15366,1
13.11,36,76.4,20782,0
14.64,,72,225899,0
10.99,,25.5,1915,0
25.57,18,36.2,35060,1
12.69,67,52.7,13087,0
11.99,,46.5,140807,0
7.26,,11.8,37217,0
12.84,15,31.5,,1
14.65,44,60.9,248986,0
10.99,,68.6,10116,0
14.65,32,56.3,260681,0
13.66,,34.2,36006,0
18.49,,94.3,52880,0
23.5,,52.1,27612,0
7.49,46,75,75630,0
16.29,63,90.3,38921,0
9.99,15,36.7,34530,1
11.99,,52.9,104817,0
16.29,74,73.3,54756,0
11.99,,57.2,5666,0
9.99,,90.3,64495,0
14.49,15,61.8,295453,3
9.99,16,32,13000,2
10.78,,44.4,30433,0
14.09,,38,7989,0
6.92,36,24.9,107433,0
8.18,,45.2,114796,0
19.99,80,92.3,22673,0
7.9,,66.5,754110,0
22.15,,54.5,219161,0
7.69,,63.2,15264,0
15.61,,53,481541,0
16.99,,47.6,293210,0
8.18,,62.2,12699,0
16.99,32,54,189486,0
8.18,74,55.7,10077,0
17.57,,28.7,45297,0
14.31,,78.8,87697,0
17.56,,86.7,68873,0
11.49,13,58.1,11570,2
17.86,,53,7743,0
11.53,,25,48020,0
11.53,,47.2,178894,0
9.99,,86.4,129761,0
12.69,44,24.5,100108,0
12.12,65,55.9,209156,0
8.18,,33.9,120809,0
12.59,,25.3,18024,0
16.59,55,92.1,329151,0
8.18,,15.6,55902,0
7.89,58,66.9,348073,0
13.66,9,37.2,38406,1
8.9,,1,,0
16.29,4,27.3,15027,2
15.61,,34.9,17642,0
10.99,6,37.8,97434,1
16.29,13,80.6,139565,1
17.77,67,95.5,,0
11.44,,42.1,80951,0
10.99,45,37.9,59199,0
25.83,,82.7,150949,0
15.61,,65,17678,0
12.29,43,44,434064,0
5.32,22,56,700259,1
13.66,,75.9,38610,0
7.89,76,49.3,178602,0
12.99,48,56.3,5562,0
5.32,56,60.4,316044,0
13.33,,51.7,242484,0
14.09,,80.1,,0
15.61,,79.1,9221,0
14.65,71,59.3,49821,0
14.33,,49.8,224804,0
13.98,,43.5,98336,0
12.29,12,33.5,45432,1
6.03,,44.2,42997,0
12.29,0,0,,0
12.73,,49.6,,0
11.49,,55.7,23559,0
14.47,,54.1,103466,0
19.19,17,62.1,68137,2
12.35,,54.7,218855,0
18.99,,61.3,40212,0
22.95,42,96.1,190191,0
15.61,24,76.3,48251,0
6.89,53,11.8,169201,0
20.49,,57.5,12826,0
18.2,,49.8,238463,0
6.99,,65.7,225946,0
8.18,14,39.1,687219,1
7.89,,44.4,13371,0
18.25,,30.9,487106,0
16.2,,61.6,41081,0
16.49,12,37.8,197470,1
7.89,,52.8,242783,0
19.99,,84.1,183469,0
13.65,15,49.7,33412,2
12.12,,60,373578,0
15.99,,80.9,717104,0
11.53,,43.3,44852,0
12.29,,34.9,9608,0
6.99,,40.8,447870,0
8.67,,63.7,45166,0
18.49,9,61,14007,3
11.53,,47.6,67111,0
21.49,,69.1,102550,0
7.49,33,61.2,74394,0
8.9,75,47.9,,0
14.99,41,57.8,15862,0
7.26,,63,242423,0
14.64,,77.4,23383,0
9.99,,79.5,55945,0
20.8,,50.3,10913,0
13.18,,13.5,26856,0
9.71,,86,458323,0
16.99,16,40,35985,2
17.14,,52.4,6548,0
15.61,70,60.3,166710,0
14.31,6,25.7,93087,1
14.65,,61,7019,0
12.59,,59,71724,0
16.49,79,60.1,208596,0
12.29,,99.4,31073,0
12.69,,41.4,28624,0
8.39,,39.7,58344,0
21,42,68.9,27677,0
13.05,,26.6,16236,0
12.29,,68.1,239562,0
16.55,,36,271306,0
11.53,44,17.9,21757,0
11.99,22,38.7,262748,1
10.16,57,94.3,376106,0
14.65,59,72,76569,0
7.9,,6.8,,0
10.99,26,81,49132,0
15.8,,76.6,14890,0
13.65,,69.1,294253,0
14.65,14,62.9,12018,2
6.92,,39.9,63977,0
14.33,,73.8,44671,0
9.76,38,27.7,304277,0
24.99,,79.6,303303,0
7.89,43,87.7,491996,0
19.52,25,58.5,315581,0
10.16,,45,300003,0
8.39,43,90,116724,0
13.18,,41.1,14104,0
6.99,59,63.5,12981,0
13.11,,46.6,66301,0
12.99,,70.6,111954,0
11.14,,56.3,102406,0
18.25,,28.7,31039,0
23.4,,82.4,46063,0
18.24,10,58,187381,1
9.17,,93,503431,0
6.68,55,53.4,239253,0
13.98,42,85.4,296683,0
16.29,,56.9,18342,0
5.32,,51.4,88041,0
19.52,,80.1,102238,0
17.1,28,67.1,72393,0
15.31,,68,106125,0
11.49,,30.3,,0
18.25,13,66,138780,1
10.49,,37.7,22055,0
7.69,19,21.9,158186,1
13.11,2,77.7,352972,2
12.49,1,89.6,114805,2
9.17,8,71.4,20694,1
6.49,39,51,123296,0
13.99,36,58.5,194406,0
10.99,,31.2,24841,0
19.05,26,88.1,323399,0
12.29,,98.6,19159,0
7.89,37,26.5,107758,0
14.49,74,46.4,38126,0
16.29,5,45,116252,2
8.38,,94.1,41496,0
18.55,,65.9,159924,0
14.33,,91.3,36784,0
19.2,74,58.2,252775,0
9.17,75,64.3,69496,0
11.99,33,45.7,254857,0
16.55,73,41.3,20132,0
15.61,33,66.9,22930,0
10.99,,49.4,10814,0
12.99,15,57.9,65353,2
11.67,78,30.7,17196,0
11.44,48,71.9,233747,0
13.99,8,86.5,461285,1
13.33,57,55.5,81550,0
16.59,13,55,195357,2
9.17,50,54.9,125830,0
16.99,,32.8,433380,0
9.99,,28.9,173159,0
15.8,23,42.3,92250,1
26.06,7,82.1,361953,2
19.47,69,50.6,390844,0
13.99,42,25.2,6616,0
20.49,,85,33803,0
14.96,,29.7,,0
10.16,,66.8,15237,0
16.99,43,48.9,1072635,0
17.57,5,38.4,18737,1
7.49,,84.2,189061,0
12.29,53,88.1,537377,0
17.14,,79.9,165551,0
18.25,,54.7,207512,0
7.9,,0,186054,0
11.67,,84.6,69667,0
13.11,,79,59287,0
13.33,,56.5,106922,0
13.33,,96.1,154274,0
19.52,43,104.2,134921,0
18.99,19,74.6,287783,1
7.89,,40.4,476611,0
13.98,,74.3,500440,0
12.69,,59.5,324450,0
15.61,,11.2,4507,0
20.99,,88,13927,0
13.67,,63,,0
6.99,,0.5,236860,0
25.83,8,90.8,214519,4
8.9,,28.1,140643,0
7.89,,48,79067,0
13.33,64,40.7,193614,0
9.17,6,23.1,16764,1
14.3,,88,42694,0
8.39,,29.4,10388,0
5.42,,4.5,,0
10.99,22,73,53578,1
16.55,4,87.3,370154,4
8.18,,73.7,190022,0
13.35,,94.1,349486,0
9.17,44,86.1,37849,0
18.84,,12.5,4030,0
20.49,20,6.3,86433,1
7.69,,29.3,222024,0
7.9,35,37.1,86655,0
9.71,,65.3,75699,0
6.62,41,77.7,133055,0
6.62,,50.9,186901,0
8.39,,55.7,12633,0
13.98,65,51.1,7866,0
16.55,,33.5,5837,0
20.49,63,69.1,41594,0
15.28,,69,,0
13.66,11,94,459795,4
14.49,54,77.5,24595,0
12.99,41,40.5,28982,0
5.99,,33.7,,0
14.33,33,53,237522,0
9.17,16,70.4,99776,1
11.44,,41.8,47395,0
13.99,,19,3600,0
9.99,40,85.3,200640,0
11.53,20,47.6,27546,1
17.86,,73.3,596061,0
9.25,69,19.4,54545,0
13.57,,7.9,,0
5.32,34,46.4,206136,0
21.99,,23.5,582916,0
16.99,,45.8,101742,0
22.99,67,60.9,32441,0
16.55,63,38.8,31359,0
12.49,,81.1,144379,0
15.31,,57.5,30819,0
16.29,15,22.5,5071,2
14.33,70,41.9,375795,0
13.99,19,77.2,108413,1
13.33,,92.5,24525,0
12.69,37,52.1,49985,0
16.55,75,29.2,22118,0
6.24,41,37.2,49493,0
16.55,4,51,195890,2
16.2,,52.3,83685,0
7.89,,55.5,388887,0
6.03,,36.9,252530,0
17.57,29,64.7,194419,0
7.26,48,50.6,13604,0
10.74,,27.2,,0
10.99,68,82.8,544676,0
10.99,1,27.8,99602,1
11.53,,71.1,4633,0
13.67,19,72.2,15284,2
6.68,8,51.3,461943,1
6.92,59,1.1,3805,0
7.9,21,29.5,6105,1
12.39,,44,7524,0
19.99,,58,229186,0
15.31,40,27.3,95446,0
24.99,37,74,238880,0
7.9,,62,100531,0
11.67,48,35,57303,0
19.99,,30.2,45586,0
5.32,,22.6,146366,0
9.67,,83.4,330966,0
18.25,,55.4,25106,0
10.99,,63.6,14957,0
17.86,,87.3,26989,0
14.99,9,66.5,61201,1
11.99,,55.1,307265,0
16.49,,81.8,,0
10.49,22,25.6,492970,2
12.49,3,58.4,30480,1
19.19,24,80.8,51452,0
13.99,12,61.6,604765,1
13.33,,92.6,105119,0
12.69,,83.1,269395,0
18.24,,75.6,281220,0
11.99,,77.2,,0
8.18,46,9.6,162056,0
16.78,27,92.8,192248,0
13.23,,40.5,,0
8.18,,35.1,172909,0
6.49,,30.4,22068,0
17.1,4,57.8,406948,2
8.18,70,9.3,23315,0
11.44,28,55.4,467814,0
11.67,62,17,54161,0
15.61,,83,210699,0
8.39,,94.4,522771,0
12.29,34,78.8,57323,0
14.65,,69.3,19343,0
23.91,,99,,0
10.99,,22.6,305785,0
14.49,23,74.6,135477,1
18.54,58,58.3,47571,0
12.69,,78.1,202152,0
10.15,46,49.2,20864,0
18.49,36,63,167673,0
14.47,47,65.4,168764,0
19.05,49,28.2,41383,0
10.99,,98.3,382103,0
21.7,,66.6,16495,0
15.61,33,66.1,259735,0
14.99,,78.9,12828,0
10.49,56,7.6,239250,0
12.59,46,66,1114485,0
7.89,34,40.7,251090,0
12.29,6,49.8,236067,2
14.65,,37.8,26070,0
14.99,,87.7,470487,0
13.99,,26.4,11557,0
11.99,42,45,168308,0
11.49,,33.7,574926,0
16.78,,20.3,124676,0
12.39,,73.1,225568,0
10.99,36,42.3,23765,0
12.29,14,69.3,75710,1
16.29,67,62.9,70405,0
12.12,50,77.2,11043,0
18.75,,60.2,,0
16.29,64,63.6,52169,0
20.2,54,74.4,531768,0
6.68,,38.9,37217,0
12.29,73,50.8,358062,0
6.03,52,6.8,51125,0
14.99,,74.1,33738,0
14.47,,41.9,296984,0
9.99,31,63,238294,0
5.42,,3.9,,0
7.89,27,26.9,10533,0
5.93,,56.1,173700,0
12.69,,36.8,68732,0
11.67,,73.3,44300,0
22.2,3,96.6,919503,3
11.49,16,34,,1
13.99,,87.3,18462,0
11.99,46,42.4,32576,0
7.89,,29.8,73164,0
8.9,24,33.7,225684,0
11.99,,38.5,22172,0
6.97,,34.2,219135,0
6.03,,63.2,33482,0
6.92,72,40.6,428569,0
12.59,59,62.7,27811,0
8.39,9,67.8,89937,5
16.29,40,73.4,,0
20.99,,61.5,187991,0
8.18,2,42.6,35449,1
15.61,,47,20550,0
11.49,,91.7,66306,0
12.99,24,21.3,82817,0
12.99,,47.9,6559,0
16.29,13,73.7,21154,1
10.99,,22,5373,0
13.11,,78.6,31114,0
10.99,35,28.9,21900,0
16.99,18,55,32239,2
13.53,7,52.7,535333,1
17.27,,78.8,,0
11.53,39,91.1,38220,0
14.65,,65.3,48194,0
9.99,20,40.3,155858,1
16.32,63,98.1,,0
18.2,,65.7,31054,0
13.99,78,56.2,44022,0
9.99,,45.6,138222,0
9.99,,54.7,53189,0
16.49,,78.1,84469,0
12.69,,54.2,36886,0
14.65,,38,5472,0
19.52,,74.9,652042,0
7.89,27,33.4,184792,0
14.09,,68.1,25207,0
11.14,,74.7,114724,0
9.17,,56,193982,0
14.65,,81.1,115025,0
14.65,23,17.7,605955,1
13.99,35,77.4,,0
7.26,,50.5,214812,0
8.39,10,37.9,37096,1
9.67,,85,115663,0
25.99,,51.2,61160,0
17.86,,40.7,42855,0
15.61,,52.6,244832,0
9.99,7,24.7,669588,1
6.92,25,63.3,377554,0
23.63,16,78.7,218716,4
19.72,9,38.3,34253,1
12.49,43,50.2,57164,0
6.24,80,20,10069,1
20.99,24,66.3,13017,0
13.05,,70.2,126210,0
23.99,63,72.2,204009,0
8.9,,57.7,34402,0
9.17,12,66.1,145159,2
17.86,79,39.1,47250,0
8.18,,41.3,256850,0
24.99,,82.1,430748,0
13.35,,63,172123,0
19.42,,51.6,,0
9.99,4,60.5,258703,1
5.32,,67.3,49974,0
18.75,0,24.2,241943,2
17.27,,74.1,,0
18.64,,94.1,,0
13.33,,65.8,68327,0
7.29,,37.4,,0
6.03,,34.2,12160,0
9.17,,58.3,231153,0
11.14,,33,36592,0
14.48,,42.1,290401,0
11.49,,70.4,2603,0
19.99,,51.2,50049,0
9.99,8,45.6,64987,1
7.89,,8.3,203829,0
24.5,27,67.9,28838,0
9.67,,59,9482,0
9.99,5,64,389397,1
12.29,69,61,21338,0
11.99,,37.6,176419,0
14.65,18,26,116034,1
13.99,15,80.6,225218,1
17.86,62,56.6,242468,0
6.39,33,62.8,521432,0
18.25,,90.5,526158,0
9.49,,25.4,292941,0
6.89,,57.9,172289,0
11.53,35,86.4,267330,0
7.89,46,54.8,484872,0
13.33,43,80.4,339774,0
12.53,51,90.9,,0
13.67,,58.2,,0
18.25,10,68.9,221713,1
15.99,,78.5,,0
10.78,,25,96782,0
11.99,,35.3,55433,0
17.56,28,82.4,166264,0
12.69,48,57.9,50479,0
16.29,,76.5,,0
6.49,,16.8,61250,0
9.99,,92.9,303134,0
12.49,,53.4,75340,0
19.99,28,77.8,123844,0
13.35,,84.3,368603,0
17.57,27,82.5,256498,0
10.99,41,64.9,5061,0
6.03,,58.5,384337,0
14.3,63,41.4,100937,0
10.99,,23.4,230002,0
18.99,,45,93210,0
7.89,,17.8,23871,0
13.99,78,92.3,736534,0
13.33,19,80.3,192942,2
12.29,,55.4,116833,0
13.99,77,38.5,19466,0
16.29,23,82.7,220139,1
16.59,,78,188485,0
12.49,,88.7,273054,0
12.29,,16.2,90353,0
13.99,,57.7,22425,0
18.25,61,98.3,52719,0
7.9,10,61.4,247211,1
9.76,,39,26658,0
16.89,4,79.2,,1
22.99,15,83,400749,1
12.69,,60,27821,0
13.99,10,62,,1
23.5,,58,252281,0
7.9,,64.5,35907,0
10.15,,26,122813,0
6.92,26,23.9,17218,0
12.12,,70.5,458489,0
21.99,19,55.9,60563,1
23.22,,56.5,,0
13.33,0,25.7,210908,1
11.48,22,2.7,,1
12.69,,31.4,3266,0
18.25,57,84,334342,0
11.67,35,97.8,86208,0
25.83,17,45.8,183820,4
9.17,48,31.1,458914,0
13.99,,78.8,10722,0
13.98,,2.6,17676,0
14.65,,103.2,89269,0
9.17,29,92,241254,0
18.49,46,36.3,130570,0
11.71,,81.3,,0
10.99,1,37.1,227733,2
14.99,27,47.9,20722,0
8.39,19,81.8,29812,1
13.11,34,65.5,7135,0
14.49,72,10.3,24630,0
13.35,27,48,469162,0
15.61,48,55.8,80218,0
14.64,46,88.1,175236,0
14.65,30,87,387454,0
9.76,,75.5,,0
13.11,,31.1,43296,0
11.14,33,77.6,223949,0
12.29,,74.9,311549,0
12.29,31,36.1,22400,0
25.8,,85.6,491420,0
8.19,33,25.3,19270,0
10.64,,58.9,311514,0
19.24,27,97.1,55094,0
11.99,25,82.9,240569,0
11.99,75,34.9,53862,0
18.24,31,82.1,792952,0
12.69,,89,59422,0
10.99,,41,101215,0
14.33,,42,2476,0
11.67,45,46.2,468343,0
11.49,,60.1,19879,0
12.99,56,35.5,48891,0
23.99,13,75.6,145429,8
10.99,,40.4,40358,0
11.53,23,86.7,91989,2
18.49,54,82.6,,0
13.67,39,20.3,13716,0
18.49,21,57.9,105114,1
10.99,36,68.9,23254,0
5.93,,25.8,271118,0
13.8,14,27.7,,1
9.17,,17.3,3158,0
6.03,,31.5,108064,0
7.69,,50.3,225565,0
16.59,8,53.1,293624,1
10.99,,30.5,283929,0
10.16,15,34.8,180424,1
19.99,66,28.3,68236,0
9.99,65,10.9,41439,0
18.55,,62.9,70013,0
14.49,36,68.8,520814,0
12.12,,44,,0
19.52,12,72,359172,1
17.57,,84.2,80902,0
10.99,34,53.6,158971,0
23.99,,56.4,5306,0
12.84,,64.3,,0
23.7,74,98.8,218676,0
16.24,53,58.3,45685,0
13.23,8,47,,1
13.18,5,64.2,63925,1
15.61,27,80.5,84927,0
16.29,,88.3,49199,0
16.99,,90.3,60983,0
17.57,,89.9,279125,0
7.89,,38.1,31052,0
9.17,35,62.4,81315,0
13.35,,54.9,379784,0
13.35,,16.9,3930,0
15.61,14,16.9,157833,2
6.24,7,50.9,230512,1
8.9,,31.5,404613,0
16.99,16,90.4,244225,1
7.9,,31.4,,0
21.18,1,60,30965,1
20.99,,73.5,349168,0
14.99,41,60.3,976409,0
9.99,,69.8,93541,0
11.14,59,23,11642,0
15.1,19,50.5,394889,1
12.49,60,18,14900,0
21.99,,33.5,34455,0
19.97,20,37.7,153807,1
21.49,80,80.8,190727,0
18.2,26,73.7,224115,0
12.59,57,54,11786,0
14.65,22,54.3,178288,1
12.05,27,71.4,12852,0
14.99,33,90.9,281871,0
13.99,30,76.3,83824,0
12.69,13,84.2,395119,1
18.49,44,47.4,192389,0
18.25,,87,14486,0
10.99,,42.8,40610,0
24.99,,47.1,26654,0
19.52,57,24.7,415187,0
12.69,,74.4,,0
14.49,,47.5,72701,0
27.31,2,33.8,280552,2
10.99,,66.4,222169,0
14.33,3,14.4,11077,1
17.57,7,65.7,199953,4
17.86,,82,180120,0
11.44,13,16.1,211158,1
14.33,,59.8,130341,0
12.99,15,16.8,298051,4
23.7,,81.3,6422,0
13.33,75,81.2,56440,0
10.99,7,67.8,38072,4
14.98,15,53.7,138183,1
9.76,35,49.7,87481,0
12.29,36,62.3,356284,0
17.27,48,62.9,12836,0
10.99,,49.1,36842,0
10.64,,61.1,314967,0
18.25,14,22,433466,1
10.49,27,73.7,279441,0
17.27,38,75.8,84676,0
10.15,,79,183860,0
12.29,14,19.4,59709,1
9.99,,33.4,41664,0
18.2,,52,112594,0
7.89,68,43.3,40532,0
8.9,48,47.1,,0
28.49,77,57.2,33287,0
14.33,77,80.3,292607,0
13.33,34,77.3,591976,0
7.66,,21.1,,0
18.75,11,62.6,10432,5
16.29,,58.9,35927,0
17.86,13,59.4,272079,1
9.67,31,42.4,44780,0
13.35,31,76.2,492495,0
12.49,,54.5,57570,0
6.03,,21.1,429292,0
14.09,,75.3,,0
8.18,,31.9,86020,0
20.99,,67,20531,0
16.99,,76.9,50277,0
10.99,,20.3,6172,0
9.99,5,14.2,257981,2
14.98,25,36.2,34789,0
18.92,,73.1,42467,0
9.99,,41,527162,0
10.99,,35.4,256447,0
8.38,,0,122123,0
11.53,,74.3,43321,0
25.57,36,42.8,35207,0
7.89,39,48.5,326916,0
11.53,34,55,27024,0
9.99,7,64.4,193716,2
16.24,2,79.4,382484,1
12.88,69,83.2,163324,0
18.54,,16.2,30536,0
13.99,,35.7,355036,0
13.11,,64.5,28374,0
12.29,61,24.3,18458,0
15.61,,83.1,15935,0
7.9,,20,36826,0
25.99,,94.3,69990,0
18.85,,94.2,22092,0
10.99,22,54.7,280637,2
16.55,67,83,32124,0
12.69,,49.5,75760,0
10.99,,53.8,68027,0
7.9,,36.1,41777,0
10.64,39,58,276861,0
9.63,62,33.8,,0
10.99,,47.7,184659,0
19.05,,96.2,367979,0
10.64,44,25.3,86936,0
12.69,20,31.9,41086,1
17.56,38,56.4,6091,0
12.99,,64,196341,0
18.92,,85.7,296052,0
18.84,81,22.7,214023,0
12.59,34,36,35447,0
12.69,21,36.2,38115,1
6.89,55,35.6,132671,0
18.49,,93.3,11712,0
12.99,26,52.5,15610,0
6.99,,36.5,36169,0
12.69,23,80.4,180385,1
19.05,,70.9,27385,0
7.9,67,39.2,409668,0
21,11,85.2,34869,1
11.99,35,89.6,1094929,0
12.69,,39.4,14406,0
6.03,47,34.7,434477,0
6.03,,92.2,30839,0
12.99,,23,19960,0
19.52,,60.1,24136,0
12.69,58,45,28638,0
6.24,,55.7,143483,0
15.22,,71.8,26545,0
15.61,9,89,140593,3
11.53,,29.3,192813,0
18.2,,77.2,81413,0
12.69,,59.2,86002,0
10.99,,98.9,136071,0
7.89,4,13.8,8946,1
11.53,42,72.8,266716,0
15.61,11,69.3,64947,2
16.55,56,75,47732,0
11.22,55,59.2,90281,0
12.69,,73.4,,0
18.24,,77.7,14965,0
19.99,14,58.9,122668,1
9.99,,79.2,414648,0
18.99,10,22.6,227199,2
10.99,72,29.1,101907,0
8.19,41,12.7,92610,0
12.35,,62.4,21428,0
13.99,,93.9,216261,0
14.98,36,74.8,87140,0
12.99,40,62.7,357445,0
9.99,10,39.7,420373,1
7.9,,54.1,,0
15.59,,85.9,20793,0
18.99,6,82.3,45669,1
8.18,,53.4,299564,0
10.16,72,71.4,546155,0
14.65,26,45.7,195135,0
9.17,,42.7,61234,0
14.99,,68.9,293011,0
10.64,76,62,31241,0
9.67,,57.1,17462,0
14.98,47,44.9,351571,0
9.17,,29.4,7759,0
21.99,11,72.7,64402,1
13.05,,89.2,13704,0
12.29,48,59,77819,0
6.68,,8.1,180020,0
12.29,,23.9,48556,0
13.99,45,46.8,263436,0
12.69,,42.6,35365,0
14.48,5,30.3,45579,1
11.14,60,40.4,48675,0
19.2,8,82.9,303189,1
12.59,26,42.7,226141,0
13.11,,85.6,,0
12.69,48,80.4,73554,0
8.19,,67.2,245398,0
14.33,10,69.6,,3
16.99,31,76.1,473472,0
6.49,,16.6,107008,0
9.67,,21.4,131016,0
9.49,27,89.7,1555757,0
13.33,15,88.8,315694,4
8.67,,16.7,411977,0
25.89,18,45.8,105665,1
19.05,28,59.2,147383,0
12.29,43,94,61966,0
11.14,,50.4,78132,0
10.99,16,11.2,8803,1
14.99,,92.9,378963,0
16.55,33,87.4,54827,0
17.57,,86.1,203406,0
14.99,15,95.1,26134,1
22.15,53,78.9,49375,0
9.99,,36.1,85929,0
7.9,33,56,238286,0
17.27,,76,416167,0
23.4,10,63.5,13315,1
7.26,,49.3,125727,0
11.53,5,95.8,276924,3
12.29,41,36.7,6830,0
10.15,,98.4,40282,0
21.7,21,69.5,24222,1
11.99,,60.2,124798,0
11.99,,28.1,255641,0
17.14,48,30.7,12234,0
12.49,66,53.9,97310,0
12.12,,15.6,247987,0
9.76,,5.2,50470,0
22.45,80,68.1,15933,0
16.24,81,14,37482,0
7.26,,84.3,249114,0
10.16,,48.7,52023,0
22.95,30,96.7,,0
13.35,20,97.1,524110,3
15.41,52,90.6,334962,0
25.8,20,95.6,165952,1
24.99,,45.7,44761,0
14.49,18,65.1,34515,1
17.56,,94.1,15222,0
20.99,,55.2,198043,0
10.99,,27.2,43123,0
19.52,52,23,22202,0
12.35,71,80.8,20410,0
12.29,,69,39415,0
20.49,,80.5,193613,0
7.26,3,27.5,690543,1
13.33,,49.9,71218,0
17.57,,79.5,92303,0
26.77,7,71.1,389770,2
12.69,40,58.6,431337,0
7.89,28,69,806646,0
8.9,,71.8,81091,0
13.35,36,90.6,32518,0
11.99,,78.2,347730,0
12.87,19,40,,1
10.99,4,71.6,447495,2
17.49,,45.8,,0
16.99,,71.4,26179,0
6.24,40,8.3,406111,0
9.49,49,94.8,60324,0
17.57,,62.1,13208,0
12.05,50,18.5,45365,0
6.24,,32.1,150954,0
18.25,29,59.4,156990,0
15.8,,94.1,66580,0
21.67,,23.7,29451,0
6.03,,0.9,239278,0
7.69,,22.1,27838,0
13.99,,97.1,47718,0
9.76,,52.1,,0
7.89,49,91,1118664,0
8.18,24,49.4,80380,0
12.29,1,21.5,85514,1
13.98,20,11.7,3041,2
17.14,,30.2,24152,0
7.62,,23.7,422437,0
6.62,62,3.8,63115,0
14.65,73,23,24212,0
11.99,9,86.3,51083,3
14.3,38,50.1,77380,0
15.61,7,65.2,37075,1
12.49,9,66.5,39407,1
10.99,45,75.8,47840,0
7.9,28,25.9,44269,0
5.93,,29.9,365899,0
